sep=,
"pers_id","id_ca_parlinfo","last_name","first_name","gender","birth_date","death_date","birth_place_raw","wikidata_id","wikipedia_en","wikipedia_fr","twitter_screen_name","twitter_id","parlinfo_is_mp","parlinfo_is_senator","parlinfo_party","parlinfo_constituency","parlinfo_occupation","parlinfo_language"
"CA_Rheaume_Eugene_1932","4938","Rheaume","Eugene","m","03dec1932","01nov2013","High Prairie, Alberta, Canada","Q5408580","Eugène_Rhéaume",NA,NA,NA,TRUE,FALSE,"Progressive Conservative Party","Northwest Territories","social worker, administrator, insurance agent",NA
"CA_Pickard_Reginald_1940","4940","Pickard","Reginald","m","14nov1940","27jul2021","Chatham, Ontario, Canada","Q6184245","Jerry_Pickard",NA,NA,NA,TRUE,FALSE,"Liberal Party of Canada","Essex--Kent","teacher",NA
"CA_Bole_David_1856","4942","Bole","David-Wesley","m","15feb1856","24jun1933","Warwick Township, Canada West","Q5240977","David_Wesley_Bole",NA,NA,NA,TRUE,FALSE,"Liberal Party of Canada","Winnipeg","pharmacist, newspaper editor",NA
"CA_Burgess_John_1907","4944","Burgess","John-Wesley","m","19may1907","01sep1990","Wallaceburg, Ontario, Canada","Q6263527","John_Wesley_Burgess",NA,NA,NA,TRUE,FALSE,"Liberal Party of Canada","Lambton--Kent","lawyer",NA
"CA_Kay_William_1876","4950","Kay","William-Frederic","m","18may1876","08may1942","Montreal, Quebec, Canada","Q3568627","William_Frederic_Kay","William_Frederic_Kay",NA,NA,TRUE,FALSE,"Liberal Party of Canada; Opposition","Missisquoi","farmer",NA
"CA_Descoteaux_Joseph_1863","4951","Descoteaux","Joseph-Felix","m","17mar1863","13jul1931","Sainte-Monique, Canada East","Q3184273","Joseph-Félix_Descôteaux","Joseph-Félix_Descôteaux",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Nicolet","farmer",NA
"CA_Casselman_Frederick_1885","4955","Casselman","Frederick-Clayton","m","02oct1885","20mar1941","Helmsville, Montana, United States","Q5497547","Frederick_Clayton_Casselman",NA,NA,NA,TRUE,FALSE,"Liberal Party of Canada","Edmonton East","barrister, teacher",NA
"CA_Chatters_David_1946","4962","Chatters","David-Cameron","m","15apr1946","25jan2016","Westlock, Alberta, Canada","Q5232327","David_Chatters",NA,NA,NA,TRUE,FALSE,"Conservative Party of Canada; Canadian Reform Conservative Alliance; Reform Party of Canada","Athabasca","farmer, rancher",NA
"CA_Marquis_Eugene_1901","4973","Marquis","Eugene","m","11sep1901","15nov1994","Saint-Alexandre de Kamouraska, Quebec, Canada","Q3060025","Eugène_Marquis","Eugène_Marquis_(député)",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Kamouraska","Crown Attorney, lawyer",NA
"CA_Lang_John_1839","4975","Lang","John","m","10apr1839","21nov1921","Keene, Upper Canada","Q6243955","John_Lang_(Canadian_politician)",NA,NA,NA,TRUE,FALSE,"Independent Liberal","Peterborough East","farmer",NA
"CA_Kickham_Thomas_1901","4979","Kickham","Thomas-Joseph","m","11mar1901","01dec1974","Souris West, Prince Edward Island, Canada","Q7791402","Thomas_Joseph_Kickham",NA,NA,NA,TRUE,TRUE,"Liberal Party of Canada","King's","farmer, trader",NA
"CA_Masson_Louis_1833","4984","Masson","Louis-Francois-Rodrigue","m","06nov1833","08nov1903","Terrebonne, Lower Canada","Q1552865","Louis-Rodrigue_Masson","Louis_François_Rodrigue_Masson",NA,NA,TRUE,TRUE,"Conservative (1867-1942)","Terrebonne","lawyer",NA
"CA_Featherston_Joseph_1843","4988","Featherston","Joseph","m","22jul1843","17jul1913","Trafalgar, Canada West","Q6283048","Joseph_Featherston","Joseph_Featherston",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Peel","farmer, breeder",NA
"CA_McMullen_James_1836","4990","McMullen","James","m","29nov1836","18mar1913","County Monaghan, Ireland","Q6139518","James_McMullen",NA,NA,NA,TRUE,TRUE,"Liberal Party of Canada","Wellington North","merchant",NA
"CA_Campbell_Alexander_1888","4991","Campbell","Alexander-Maxwell","m","07aug1888","14aug1962","Montreal, Quebec, Canada","Q6794634","Max_Campbell",NA,NA,NA,TRUE,FALSE,"Co-operative Commonwealth Federation","The Battlefords","farmer, manager, contractor",NA
"CA_Philpott_Elmore_1896","4992","Philpott","Elmore","m","01may1896","09dec1964","Toronto, Ontario, Canada","Q5366886","Elmore_Philpott",NA,NA,NA,TRUE,FALSE,"Liberal Party of Canada","Vancouver South","journalist, columnist",NA
"CA_Macdonald_John_1815","4997","Macdonald","John-Alexander","m","11jan1815","06jun1891","Glasgow, Scotland","Q128702","John_A._Macdonald","John_A._Macdonald",NA,NA,TRUE,FALSE,"Liberal-Conservative","Kingston","lawyer",NA
"CA_Ferguson_John_1840","4999","Ferguson","John","m","17apr1840","07jul1908","Granait, Argyleshire, Scotland","Q16031706","John_Ferguson_(Canadian_politician)","John_Ferguson_(homme_politique_canadien)",NA,NA,TRUE,FALSE,"Independent Conservative","Renfrew South","lumberman, farmer",NA
"CA_Tyrwhitt_Richard_1844","5003","Tyrwhitt","Richard","m","29nov1844","22jun1900","Simcoe County, Canada West","Q7329601","Richard_Tyrwhitt","Richard_Tyrwhitt",NA,NA,TRUE,FALSE,"Conservative (1867-1942)","Simcoe South","farmer",NA
"CA_Wood_John_1852","5007","Wood","John-Fisher","m","12oct1852","14mar1899","Addison, Upper Canada","Q2730078","John_Fisher_Wood","John_Fisher_Wood",NA,NA,TRUE,FALSE,"Liberal-Conservative","Brockville","business executive, lawyer, teacher",NA
"CA_Fraser_John_1931","5017","Fraser","John-Allen","m","15dec1931","07apr2024","Yokohama, Japan","Q14949496","John_Allen_Fraser","John_Allen_Fraser",NA,NA,TRUE,FALSE,"Progressive Conservative Party","Vancouver South","barrister, barrister and solicitor, ambassador, lawyer",NA
"CA_Chouinard_Honore_1850","5020","Chouinard","Honore-Julien-Jean-Baptiste","m","18jun1850","27nov1928","Québec, Quebec, Canada","Q3140237","Honoré_Julien_Jean-Baptiste_Chouinard","Honoré_Julien_Jean-Baptiste_Chouinard",NA,NA,TRUE,FALSE,"Conservative (1867-1942)","Dorchester","railway company vice-president",NA
"CA_Williams_John_1946","5021","Williams","John-Glass","m","31dec1946","15jul2024","Aberdeenshire, Scotland","Q3182766","John_G._Williams_(Canadian_politician)","John_Williams_(homme_politique_canadien)",NA,NA,TRUE,FALSE,"Conservative Party of Canada; Canadian Reform Conservative Alliance; Reform Party of Canada","St. Albert","accountant",NA
"CA_Penny_Edward_1858","5025","Penny","Edward-Goff","m","04sep1858","01oct1935","Montreal, Quebec, Canada","Q3048527","Edward_Goff_Penny_(MP)","Edward_Goff_Penny",NA,NA,TRUE,FALSE,"Liberal Party of Canada","St. Lawrence","lawyer",NA
"CA_Andrews_George_1869","5028","Andrews","George-William","m","09sep1869","05nov1943","Stanton Harcourt, Oxfordshire, England","Q5546295","George_William_Andrews_(Canadian_politician)",NA,NA,NA,TRUE,FALSE,"Independent; Unionist (Liberal)","Winnipeg Centre","real estate agent",NA
"CA_Hardie_Mervyn_1918","5031","Hardie","Mervyn-Arthur","m","31jul1918","18oct1961","Regina, Saskatchewan, Canada","Q6820859","Merv_Hardie",NA,NA,NA,TRUE,FALSE,"Liberal Party of Canada","Mackenzie River","manager, airplane pilot",NA
"CA_Cuthbert_Edward_1826","5043","Cuthbert","Edward-Octavian","m","03dec1826","28jul1890","Berthier, Lower Canada","Q3048629","Edward_Octavian_Cuthbert","Edward_Octavian_Cuthbert",NA,NA,TRUE,FALSE,"Conservative (1867-1942)","Berthier","person of independent means",NA
"CA_Jones_Yvonne_1968","5058","Jones","Yvonne","f","15mar1968",NA,"Mary's Harbour, Newfoundland and Labrador, Canada","Q8062466","Yvonne_Jones","Yvonne_Jones","YvonneJJones",NA,TRUE,FALSE,"Liberal Party of Canada","Labrador","journalist, entrepreneur",NA
"CA_Magrath_Charles_1860","5061","Magrath","Charles-Alexander","m","22apr1860","30oct1949","North Augusta, Canada West","Q5075047","Charles_Alexander_Magrath",NA,NA,NA,TRUE,FALSE,"Conservative (1867-1942)","Medicine Hat","land surveyor",NA
"CA_McCrossan_William_1942","5075","McCrossan","William-Paul-Joseph","m","20may1942",NA,"Toronto, Ontario, Canada","Q7152320","Paul_McCrossan",NA,NA,NA,TRUE,FALSE,"Progressive Conservative Party","York--Scarborough","actuary",NA
"CA_Thomas_William_1895","5077","Thomas","William-Howell-Arthur","m","27feb1895","22mar1979","Caradoc Township, Ontario, Canada","Q8012599","William_Howell_Arthur_Thomas",NA,NA,NA,TRUE,FALSE,"Progressive Conservative Party","Middlesex West","farmer, educator",NA
"CA_Rajotte_James_1970","5078","Rajotte","James","m","19aug1970",NA,"Edmonton, Alberta, Canada","Q3161357","James_Rajotte","James_Rajotte","JamesRajotte",NA,TRUE,FALSE,"Conservative Party of Canada; Progressive Conservative Party; Canadian Reform Conservative Alliance","Edmonton Southwest","executive assistant, researcher",NA
"CA_Mackenzie_Frederick_1841","5087","Mackenzie","Frederick","m","10apr1841","02jul1889","Montreal, Canada East","Q3087132","Frederick_Mackenzie_(Quebec_politician)","Frederick_Mackenzie",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Montreal West","lawyer",NA
"CA_Rouleau_Guy_1923","5089","Rouleau","Guy","m","19feb1923","07oct2010","Montreal, Quebec, Canada","Q3122119","Guy_Rouleau_(politician)","Guy_Rouleau_(homme_politique)",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Dollard","lawyer",NA
"CA_Gibson_John_1906","5090","Gibson","John-Lambert","m","07mar1906","17dec1986","Vancouver, British Columbia, Canada","Q6243880","John_Lambert_Gibson",NA,NA,NA,TRUE,FALSE,"Independent; Independent Liberal","Comox--Alberni","lumber merchant, logger",NA
"CA_OKeefe_Joseph_1909","5095","OKeefe","Joseph-Phillip","m","26may1909","02sep1995","St John's, Newfoundland","Q6285875","Joseph_O'Keefe",NA,NA,NA,TRUE,FALSE,"Liberal Party of Canada","St. John's East","manager/owner, supermarket, merchant, executive",NA
"CA_White_Thomas_1830","5097","White","Thomas","m","07aug1830","21apr1888","Montreal, Lower Canada","Q3525670","Thomas_White_(Canadian_politician)","Thomas_White_(homme_politique)",NA,NA,TRUE,FALSE,"Conservative (1867-1942); Unknown","Cardwell","merchant, editor, journalist",NA
"CA_Rock_Allan_1947","5098","Rock","Allan","m","30aug1947",NA,"Ottawa, Ontario, Canada","Q2837766","Allan_Rock","Allan_Rock",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Etobicoke Centre","barrister and solicitor, ambassador, legal counsel, lawyer",NA
"CA_Binet_Gerard_1955","5100","Binet","Gerard","m","11nov1955",NA,"Thetford Mines, Quebec, Canada","Q3123766","Gérard_Binet","Gérard_Binet",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Frontenac--Mégantic","draftsman, businessman",NA
"CA_Hunt_Aylmer_1864","5106","Hunt","Aylmer-Byron","m","26apr1864","04may1925","Bury, Canada East","Q2874900","Aylmer_Byron_Hunt","Aylmer_Byron_Hunt",NA,NA,TRUE,FALSE,"Liberal Party of Canada; Opposition","Compton","lumberman, farmer, real estate agent, director",NA
"CA_Pouliot_Charles_1856","5107","Pouliot","Charles-Eugene","m","19dec1856","24jun1897","Fraserville (Rivière-du-Loup), Canada East","Q2958016","Charles-Eugène_Pouliot","Charles-Eugène_Pouliot",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Témiscouata","lawyer",NA
"CA_Barrett_H_1915","5108","Barrett","H-Gordon","m","20aug1915","30may1993","Thorold, Ontario, Canada","Q5628266","H._Gordon_Barrett","H._Gordon_Barrett",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Lincoln","safety director",NA
"CA_Symes_Reginald_1943","5111","Symes","Reginald-Cyril","m","30apr1943",NA,"Fort William, Ontario, Canada","Q5200891","Cyril_Symes",NA,NA,NA,TRUE,FALSE,"New Democratic Party","Sault Ste. Marie","teacher",NA
"CA_Vincent_Clement_1931","5118","Vincent","Clement","m","18may1931","04apr2018","Sainte-Perpétue, Quebec, Canada","Q2980699","Clément_Vincent","Clément_Vincent",NA,NA,TRUE,FALSE,"Progressive Conservative Party","Nicolet--Yamaska","farmer",NA
"CA_Paquet_Anselme_1830","5120","Paquet","Anselme-Homere","m","29sep1830","22dec1891","Saint-Cuthbert, Lower Canada","Q2852477","Anselme-Homère_Pâquet","Anselme_Homère_Pâquet",NA,NA,TRUE,TRUE,"Liberal Party of Canada","Berthier","professor, physician",NA
"CA_Dumaine_Cyrille_1897","5121","Dumaine","Cyrille","m","08jul1897","11oct1946","Saint-Hugues, Quebec, Canada","Q3009120","Cyrille_Dumaine","Cyrille_Dumaine",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Bagot","notary",NA
"CA_Fortier_Hyacinthe_1875","5125","Fortier","Hyacinthe-Adelard","m","11dec1875","18jan1966","Saint-Hermas, Quebec, Canada","Q3143561","Hyacinthe-Adélard_Fortier","Hyacinthe-Adélard_Fortier",NA,NA,TRUE,FALSE,"Liberal Party of Canada; Opposition","Labelle","lawyer",NA
"CA_Millar_Campbell_1911","5133","Millar","Campbell-Ewing","m","12feb1911","17jul1991","Vancouver, British Columbia, Canada","Q5028119","Campbell_Millar",NA,NA,NA,TRUE,FALSE,"Progressive Conservative Party","Middlesex East","inspector",NA
"CA_Tilson_David_1941","5135","Tilson","David","m","19mar1941",NA,"Toronto, Ontario, Canada","Q3018882","David_Tilson","David_Tilson","davidtilson",NA,TRUE,FALSE,"Conservative Party of Canada","Dufferin--Caledon","lawyer",NA
"CA_Rynard_Philip_1897","5136","Rynard","Philip-Bernard","m","25jun1897","20nov1980","Udora, Ontario, Canada","Q7183223","Philip_Bernard_Rynard","Philip_Bernard_Rynard",NA,NA,TRUE,FALSE,"Progressive Conservative Party","Simcoe East","physician, surgeon",NA
"CA_Gosselin_Henri_1888","5138","Gosselin","Henri-A","m","06dec1888","27jan1952","Lee, Massachusetts, United States","Q3131207","Henri_Gosselin","Henri_Gosselin",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Brome--Missisquoi","telegrapher, farmer, train dispatcher",NA
"CA_Wilson_James_1866","5146","Wilson","James-Robert","m","16sep1866","03apr1941","Almonte, Canada West","Q6142234","James_Robert_Wilson","James_Robert_Wilson",NA,NA,TRUE,FALSE,"Unionist","Saskatoon","farmer, merchant, miller",NA
"CA_Connell_George_1836","5149","Connell","George-Heber","m","1836","15feb1881","Woodstock, New Brunswick, Canada","Q3101639","George_Heber_Connell","George_Heber_Connell",NA,NA,TRUE,FALSE,"Independent","Carleton","merchant",NA
"CA_Gibson_Colin_1922","5153","Gibson","Colin-David","m","02nov1922","03jul2002","Hamilton, Ontario, Canada","Q5145028","Colin_D._Gibson","Colin_D._Gibson",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Hamilton--Wentworth","barrister, lawyer",NA
"CA_Lavigueur_Henri_1867","5154","Lavigueur","Henri-Edgar","m","16feb1867","29oct1943","Québec, Canada East","Q3130364","Henri-Edgar_Lavigueur","Henri-Edgar_Lavigueur",NA,NA,TRUE,FALSE,"Liberal Party of Canada; Opposition","Quebec County","merchant",NA
"CA_Archambault_Joseph_1879","5156","Archambault","Joseph","m","17feb1879","11sep1964","Montreal, Quebec, Canada","Q3184530","Joseph_Archambault","Joseph_Archambault",NA,NA,TRUE,FALSE,"Liberal Party of Canada; Opposition","Chambly--Verchères","lawyer",NA
"CA_Aylesworth_Wilbert_1892","5157","Aylesworth","Wilbert-Ross","m","1892","05feb1973",NA,"Q8000114","Wilbert_Ross_Aylesworth",NA,NA,NA,TRUE,FALSE,"Progressive Conservative Party; National Government","Frontenac--Addington","farmer, merchant",NA
"CA_Bland_Leonard_1851","5163","Bland","Leonard-Thomas","m","17dec1851","19aug1906","St. David's, Canada West","Q6525786","Leonard_Thomas_Bland",NA,NA,NA,TRUE,FALSE,"Liberal-Conservative","Bruce North","farmer",NA
"CA_Pelletier_Louis_1857","5170","Pelletier","Louis-Philippe","m","01feb1857","08feb1921","Trois-Pistoles, Canada East","Q3260814","Louis-Philippe_Pelletier","Louis-Philippe_Pelletier",NA,NA,TRUE,FALSE,"Conservative (1867-1942)","Quebec County","lawyer",NA
"CA_Boucher_Joseph_1897","5174","Boucher","Joseph-Gaspard","m","03feb1897","18apr1955","Notre-Dame du Portage, Quebec, Canada","Q3184276","Joseph_Gaspard_Boucher","Joseph_Gaspard_Boucher",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Restigouche--Madawaska","printer, publisher",NA
"CA_MacRae_John_1912","5175","MacRae","John-Chester","m","29aug1912","05oct1997","Hopetown, Quebec, Canada","Q6225900","John_Chester_MacRae",NA,NA,NA,TRUE,FALSE,"Progressive Conservative Party","York--Sunbury","teacher",NA
"CA_Roscoe_Francis_1831","5186","Roscoe","Francis-James","m","1831","20dec1878","Liverpool, England","Q5481470","Francis_James_Roscoe",NA,NA,NA,TRUE,FALSE,"Independent Liberal","Victoria","businessman",NA
"CA_Veniot_Peter_1863","5187","Veniot","Peter-John","m","04oct1863","06jul1936","Richibucto, New Brunswick, Canada","Q3376939","Peter_Veniot","Peter_Veniot",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Gloucester","newspaper owner, journalist, insurance agent",NA
"CA_Folco_Raymonde_1940","5189","Folco","Raymonde","f","16mar1940",NA,"Paris, France","Q3421267","Raymonde_Folco","Raymonde_Folco",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Laval West","manager, senior public servant, educational development advisor, administrator, businesswoman, teacher",NA
"CA_Gilchrist_James_1928","5192","Gilchrist","James-Gordon","m","11aug1928",NA,"Toronto, Ontario, Canada","Q5585165","Gordon_Gilchrist",NA,NA,NA,TRUE,FALSE,"Progressive Conservative Party","Scarborough East","businessman",NA
"CA_Crerar_Thomas_1876","5198","Crerar","Thomas-Alexander","m","17jun1876","11apr1975","Molesworth, Ontario, Canada","Q1368799","Thomas_Crerar","Thomas_Alexander_Crerar",NA,NA,TRUE,TRUE,"Liberal Party of Canada; Progressive; Unionist (Liberal)","Marquette","farmer, grain merchant, managing director, teacher",NA
"CA_Gordon_Adam_1831","5200","Gordon","Adam","m","16sep1831","28may1876","Forfar, Scotland","Q4679134","Adam_Gordon_(Canadian_politician)",NA,NA,NA,TRUE,FALSE,"Liberal Party of Canada","Ontario North","merchant, postmaster",NA
"CA_Wood_George_1888","5213","Wood","George-Ernest","m","06oct1888","01aug1966","Onondaga, Ontario, Canada","Q5546484","George_Wood_(Canadian_politician)","George_Wood_(homme_politique_canadien)",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Brant","business executive, farmer",NA
"CA_Mayrand_Hormidas_1858","5218","Mayrand","Hormidas","m","15aug1858","04jul1928","Saint-Léon, Canada East","Q3140627","Hormidas_Mayrand","Hormidas_Mayrand",NA,NA,TRUE,FALSE,"Opposition; Liberal Party of Canada","Maskinongé","farmer",NA
"CA_Dykstra_Richard_1966","5221","Dykstra","Richard","m","10apr1966",NA,"Grimsby, Ontario, Canada","Q3431543","Rick_Dykstra","Rick_Dykstra","RickDykstra",NA,TRUE,FALSE,"Conservative Party of Canada","St. Catharines","businessman, public affairs executive",NA
"CA_Tousignant_Henri_1937","5225","Tousignant","Henri","m","20aug1937",NA,"Palmarolle, Quebec, Canada","Q3132085","Henri_Tousignant","Henri_Tousignant",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Témiscamingue","industrialist",NA
"CA_Dawson_Simon_1818","5229","Dawson","Simon-James","m","13jun1818","30oct1902","Redhaven, Banffshire, Scotland","Q7519056","Simon_James_Dawson",NA,NA,NA,TRUE,FALSE,"Conservative (1867-1942)","Algoma","land surveyor, civil engineer",NA
"CA_Beaubier_David_1864","5230","Beaubier","David-Wilson","m","02may1864","01sep1938","St Marys, Canada West","Q5241211","David_Wilson_Beaubier",NA,NA,NA,TRUE,FALSE,"Conservative (1867-1942)","Brandon","farmer, businessman",NA
"CA_Smith_Sidney_1897","5236","Smith","Sidney-Earle","m","09mar1897","17mar1959","Port Hood, Nova Scotia, Canada","Q1356090","Sidney_Earle_Smith",NA,NA,NA,TRUE,FALSE,"Progressive Conservative Party","Hastings--Frontenac","university president, lawyer, dean, teacher",NA
"CA_Simard_Raymond_1958","5241","Simard","Raymond","m","08mar1958",NA,"Sainte-Anne, Manitoba, Canada","Q3421150","Raymond_Simard","Raymond_Simard",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Saint Boniface","business consultant, consultant, businessman",NA
"CA_Brown_Adam_1826","5242","Brown","Adam","m","03apr1826","16jan1926","Edinburgh, Scotland","Q4678791","Adam_Brown_(Canadian_politician)",NA,NA,NA,TRUE,FALSE,"Conservative (1867-1942)","Hamilton","grocery wholesaler",NA
"CA_Macdonald_Alexander_1818","5245","Macdonald","Alexander-Francis","m","1818","12apr1913","Saint-Raphael, Upper Canada","Q4718886","Alexander_Francis_Macdonald","Alexander_Francis_Macdonald",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Cornwall","railway contractor",NA
"CA_Carignan_Jean_1941","5248","Carignan","Jean-Guy","m","03may1941",NA,"Victoriaville, Quebec, Canada","Q3166071","Jean-Guy_Carignan","Jean-Guy_Carignan",NA,NA,TRUE,FALSE,"Independent; Liberal Party of Canada; Independent Liberal","Québec East","administrator",NA
"CA_Macdonald_Albert_1901","5251","Macdonald","Albert-Frederick","m","13jun1901","20aug1976","Winnipeg, Manitoba, Canada","Q4710234","Albert_Frederick_Macdonald",NA,NA,NA,TRUE,FALSE,"Liberal Party of Canada","Edmonton East","cashier, railway employee",NA
"CA_Rae_Robert_1948","5257","Rae","Robert-Keith","m","02aug1948",NA,"Ottawa, Ontario, Canada","Q888208","Bob_Rae","Bob_Rae","bobraeMP",NA,TRUE,FALSE,"Liberal Party of Canada; New Democratic Party","Broadview","lawyer, ambassador",NA
"CA_Heap_Daniel_1925","5262","Heap","Daniel-James-Macdonnell","m","24sep1925","25apr2014","Winnipeg, Manitoba, Canada","Q5213657","Dan_Heap",NA,NA,NA,TRUE,FALSE,"New Democratic Party","Spadina","printer, priest, worker",NA
"CA_Rochon_Jean_1902","5263","Rochon","Jean-Leo","m","03jul1902","21jun1988","Saint-Augustin, Quebec, Canada","Q3167293","Jean-Léo_Rochon","Jean-Léo_Rochon",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Laval","optometrist",NA
"CA_Lanthier_Claude_1933","5265","Lanthier","Claude","m","24jan1933","12apr2015","Montreal, Quebec, Canada","Q2977646","Claude_Lanthier","Claude_Lanthier",NA,NA,TRUE,FALSE,"Progressive Conservative Party","Lasalle","professor, engineer",NA
"CA_Ross_BGen_1870","5266","Ross","BGen-Arthur-Edward","m","09jun1870","15nov1952","Cobden, Ontario, Canada","Q4798578","Arthur_Edward_Ross","Arthur_Edward_Ross",NA,NA,TRUE,FALSE,"Conservative (1867-1942)","Kingston","professor, physician",NA
"CA_Drysdale_John_1926","5268","Drysdale","John-Andrew-Wishart","m","31may1926","31jan1996","Winnipeg, Manitoba, Canada","Q14949494","John_Drysdale_(politician)",NA,NA,NA,TRUE,FALSE,"Progressive Conservative Party","Burnaby--Richmond","barrister, lawyer",NA
"CA_McCoig_Archibald_1874","5278","McCoig","Archibald-Blake","m","08apr1874","21nov1927","Tilbury East, Ontario, Canada","Q4786432","Archibald_McCoig","Archibald_Blake_McCoig",NA,NA,TRUE,TRUE,"Liberal Party of Canada; Opposition","Kent West","farmer, agent",NA
"CA_Monteith_Andrew_1823","5279","Monteith","Andrew","m","aug1823","01feb1896","Kain-Duen, County Tyrone, Ireland","Q4758050","Andrew_Monteith",NA,NA,NA,TRUE,FALSE,"Conservative (1867-1942)","Perth North","businessman",NA
"CA_McLennan_William_1903","5285","McLennan","William-Alexander","m","10apr1903","28dec1980","Paisley, Ontario, Canada","Q16009337","William_McLennan_(politician)",NA,NA,NA,TRUE,FALSE,"Progressive Conservative Party","New Westminster","lumber merchant",NA
"CA_Myers_Lynn_1951","5288","Myers","Lynn","m","25may1951",NA,"Kitchener, Ontario, Canada","Q16149767","Lynn_Myers",NA,NA,NA,TRUE,FALSE,"Liberal Party of Canada","Waterloo--Wellington","teacher",NA
"CA_Ault_Samuel_1814","5290","Ault","Samuel","m","1814","28aug1895","Osnabruck, Upper Canada","Q7410807","Samuel_Ault",NA,NA,NA,TRUE,FALSE,"Liberal-Conservative","Stormont","warden",NA
"CA_MacLaren_Alexander_1854","5300","MacLaren","Alexander-Ferguson","m","03feb1854","19apr1917","Lanark, Canada West","Q4718833","Alexander_Ferguson_MacLaren",NA,NA,NA,TRUE,FALSE,"Conservative (1867-1942)","Perth North","industrialist",NA
"CA_Smith_Alexander_1856","5302","Smith","Alexander-Wilson","m","12nov1856","10oct1913","York County, Canada West","Q4720399","Alexander_Wilson_Smith",NA,NA,NA,TRUE,FALSE,"Liberal Party of Canada","Middlesex North","farmer, breeder",NA
"CA_Savoye_Pierre_1942","5305","Savoye","Pierre-de","m","12nov1942",NA,"Montreal, Quebec, Canada","Q3387708","Pierre_de_Savoye","Pierre_de_Savoye",NA,NA,TRUE,FALSE,"Bloc Québécois","Portneuf","professor, consultant",NA
"CA_Hogarth_Douglas_1927","5314","Hogarth","Douglas-Aird","m","09may1927","17sep1996","Saskatoon, Saskatchewan, Canada","Q5301605","Douglas_Hogarth",NA,NA,NA,TRUE,FALSE,"Liberal Party of Canada","New Westminster","barrister and solicitor",NA
"CA_McLennan_Roderick_1842","5320","McLennan","Roderick-R","m","01jan1842","08mar1907","Charlottenburgh, Canada West","Q7356669","Roderick_R._McLennan",NA,NA,NA,TRUE,FALSE,"Conservative (1867-1942)","Glengarry","banker, railway contractor",NA
"CA_Brassard_Vincent_1919","5331","Brassard","Vincent","m","10dec1919","07apr1974","Chicoutimi, Quebec, Canada","Q3559503","Vincent_Brassard","Vincent_Brassard",NA,NA,TRUE,FALSE,"Progressive Conservative Party","Chicoutimi","manufacturer, meat packer",NA
"CA_Crosbie_John_1931","5339","Crosbie","John-Carnell","m","30jan1931","10jan2020","St John's, Newfoundland","Q1699688","John_Crosbie","John_Crosbie",NA,NA,TRUE,FALSE,"Progressive Conservative Party","St. John's West","lawyer",NA
"CA_Mackasey_Bryce_1921","5347","Mackasey","Bryce-Stuart","m","25aug1921","05sep1999","Québec, Quebec, Canada","Q283307","Bryce_Mackasey","Bryce_Mackasey",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Verdun","manufacturer, merchant, businessman",NA
"CA_Factor_Samuel_1891","5349","Factor","Samuel","m","26oct1891","21aug1962","Russia","Q7411356","Samuel_Factor_(politician)",NA,NA,NA,TRUE,FALSE,"Liberal Party of Canada","Toronto West Centre","barrister, lawyer",NA
"CA_Turcot_Georges_1851","5352","Turcot","Georges","m","13sep1851","15mar1908","Sainte-Marie de Beauce, Canada East","Q3103574","Georges_Turcot","Georges_Turcot",NA,NA,TRUE,FALSE,"Liberal Party of Canada","Mégantic","merchant",NA
"CA_Boucher_William_1889","5356","Boucher","William-Albert","m","12nov1889","23jun1976","Saint-Louis, Northwest Territories, Canada","Q8004222","William_Albert_Boucher",NA,NA,NA,TRUE,TRUE,"Liberal Party of Canada","Rosthern","farmer, merchant",NA
"CA_Campbell_Charles_1819","5357","Campbell","Charles-James","m","06nov1819","17apr1906","Isle of Skye, Scotland","Q5079429","Charles_James_Campbell",NA,NA,NA,TRUE,FALSE,"Conservative (1867-1942)","Victoria","mining entrepreneur, merchant",NA
"CA_Ormiston_James_1915","5359","Ormiston","James-Norris","m","30may1915","07aug1977","Regina, Saskatchewan, Canada","Q16008264","James_Ormiston",NA,NA,NA,TRUE,FALSE,"Progressive Conservative Party","Melville","farmer, insurance agent",NA
