"pers_id","id_no_storting","last_name","first_name","gender","birth_date","death_date","n_periods","periods_served","first_period","last_period","n_parties","parties_id","parties_name","ever_substitute","county_id","county_name","wikidata_id","wikipedia_no","wikipedia_en"
"NO_Mellingsaeter_Erling-Goeran_1974","ERLMEL","Mellingsæter","Erling Gøran","m","24jun1974",NA,1,"2021-2025","2021-2025","2021-2025",1,"FrP","Fremskrittspartiet",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Nornes_Erlend_1969","ERLN","Nornes","Erlend","m","05aug1969",NA,1,"2001-2005","2001-2005","2001-2005",1,"H","Høyre",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Nytroeen_Erlend-Kvittum_1998","ERLNYT","Nytrøen","Erlend Kvittum","m","29apr1998",NA,1,"2025-2029","2025-2029","2025-2029",1,"Sp","Senterpartiet",TRUE,"He","Hedmark",NA,NA,NA
"NO_Solberg_Eirik-Lae_1971","ERLS","Solberg","Eirik Lae","m","03apr1971",NA,2,"1993-97; 2021-2025","1993-97","2021-2025",1,"H","Høyre",TRUE,"Os","Oslo","Q5349859","Eirik_Lae_Solberg","Eirik_Lae_Solberg"
"NO_Thoresen-Vestre_Erling_1983","ERLTHO","Thoresen-Vestre","Erling","m","07feb1983",NA,1,"2021-2025","2021-2025","2021-2025",1,"A","Arbeiderpartiet",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Loeseth_Erling_1927","ERLØ","Løseth","Erling","m","14dec1927","29apr2013",3,"1969-73; 1973-77; 1977-81","1969-73","1977-81",1,"A","Arbeiderpartiet",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Pedersen_Erna-Mundal_1929","ERMP","Pedersen","Erna Mundal","f","07jan1929","27mar2014",1,"1989-93","1989-93","1989-93",1,"FrP","Fremskrittspartiet",TRUE,"Ho","Hordaland","Q27044059","NA","Erna_Mundal_Pedersen"
"NO_Norvik_Erling-Johannes_1899","ERNO","Norvik","Erling Johannes","m","27apr1899","27nov1964",3,"1950-53; 1954-57; 1958-61","1950-53","1958-61",1,"H","Høyre",FALSE,"Fi","Finnmark","Q5389813","Erling_Johannes_Norvik","Erling_Johannes_Norvik"
"NO_Norvik_Erling_1928","ERNR","Norvik","Erling","m","09apr1928","31dec1998",3,"1961-65; 1965-69; 1969-73","1961-65","1969-73",1,"H","Høyre",FALSE,"Fi","Finnmark","Q322151","Erling_Norvik","Erling_Norvik"
"NO_Oeien_Erik_1993","ERO","Øien","Erik","m","23aug1993",NA,1,"2013-2017","2013-2017","2013-2017",1,"SV","Sosialistisk Venstreparti",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Boe_Erik-O_1944","EROB","Bø","Erik O.","m","19aug1944","07apr2020",1,"1973-77","1973-77","1973-77",1,"Sp","Senterpartiet",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Petersen_Erling_1906","ERPE","Petersen","Erling","m","13jul1906","29aug1992",6,"1950-53; 1954-57; 1958-61; 1961-65; 1965-69; 1969-73","1950-53","1969-73",1,"H","Høyre",TRUE,"Os","Oslo","Q4998382","Erling_Petersen","Erling_Petersen"
"NO_Solberg_Erik-L_1921","ERSO","Solberg","Erik L.","m","30jun1921","09oct1990",1,"1965-69","1965-69","1965-69",1,"V","Venstre",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Steenberg_Erland_1919","ERST","Steenberg","Erland","m","11feb1919","11dec2009",5,"1958-61; 1961-65; 1965-69; 1969-73; 1973-77","1958-61","1973-77",2,"B; Sp","Bondepartiet; Senterpartiet",TRUE,"Bu","Buskerud","Q5389729","Erland_Steenberg","Erland_Steenberg"
"NO_Tronboel_Erling_1897","ERTR","Tronbøl","Erling","m","01oct1897","28jul1969",1,"1945-49","1945-49","1945-49",1,"B","Bondepartiet",TRUE,"He","Hedmark",NA,NA,NA
"NO_Volstad_Einar-Robert_1925","ERV","Volstad","Einar Robert","m","18jul1925","10jan2005",1,"1969-73","1969-73","1969-73",1,"A","Arbeiderpartiet",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Vindenes_Erling-Johan_1900","ERVI","Vindenes","Erling Johan","m","30sep1900","29jul1984",4,"1945-49; 1950-53; 1954-57; 1958-61","1945-49","1958-61",1,"V","Venstre",TRUE,"No","Nordland","Q5389812","Erling_Vindenes","Erling_Johan_Vindenes"
"NO_Walderhaug_Erling_1942","ERWA","Walderhaug","Erling","m","24nov1942",NA,1,"1989-93","1989-93","1989-93",1,"H","Høyre",TRUE,"Ho","Hordaland","Q5389844","NA","Erling_Walderhaug"
"NO_Wikborg_Erling_1894","ERWI","Wikborg","Erling","m","05nov1894","06apr1992",3,"1945-49; 1954-57; 1958-61","1945-49","1958-61",1,"KrF","Kristelig Folkeparti",FALSE,"Os","Oslo","Q547960","Erling_Wikborg","Erling_Wikborg"
"NO_Wroldsen_Ernst_1944","ERWR","Wroldsen","Ernst","m","04dec1944","16aug2023",4,"1977-81; 1981-85; 1985-89; 1989-93","1977-81","1989-93",1,"A","Arbeiderpartiet",TRUE,"Ve","Vestfold","Q16760940","Ernst_Wroldsen","Ernst_Wroldsen"
"NO_Solberg_Erna_1961","ES","Solberg","Erna","f","24feb1961",NA,10,"1989-93; 1993-97; 1997-2001; 2001-2005; 2005-2009; 2009-2013; 2013-2017; 2017-2021; 2021-2025; 2025-2029","1989-93","2025-2029",1,"H","Høyre",FALSE,"Ho","Hordaland","Q291644","Erna_Solberg","Erna_Solberg"
"NO_Samuelsen_Ellen_1950","ESA","Samuelsen","Ellen","f","01jun1950",NA,1,"2005-2009","2005-2009","2005-2009",1,"SV","Sosialistisk Venstreparti",TRUE,"NT","Nord-Trøndelag",NA,NA,NA
"NO_Sande_Erling_1978","ESAN","Sande","Erling","m","08nov1978",NA,4,"2005-2009; 2009-2013; 2021-2025; 2025-2029","2005-2009","2025-2029",1,"Sp","Senterpartiet",TRUE,"SF","Sogn og Fjordane","Q4591104","Erling_Sande","Erling_Sande"
"NO_Schanche_Elin_1961","ESC","Schanche","Elin","f","14aug1961",NA,1,"2001-2005","2001-2005","2001-2005",1,"H","Høyre",TRUE,"Ro","Rogaland",NA,NA,NA
"NO_Olaussen_Eskil-Dahl_1990","ESDO","Olaussen","Eskil Dahl","m","04sep1990",NA,1,"2009-2013","2009-2013","2009-2013",1,"H","Høyre",TRUE,"Fi","Finnmark",NA,NA,NA
"NO_Espeset_Espen_1975","ESE","Espeset","Espen","m","31jan1975",NA,2,"2005-2009; 2009-2013","2005-2009","2009-2013",1,"FrP","Fremskrittspartiet",TRUE,"Os","Oslo","Q60997989","Espen_Espeset","NA"
"NO_Faldet_Eirin_1944","ESF","Faldet","Eirin","f","05jan1944",NA,6,"1985-89; 1989-93; 1993-97; 1997-2001; 2001-2005; 2005-2009","1985-89","2005-2009",1,"A","Arbeiderpartiet",FALSE,"He","Hedmark","Q5349868","Eirin_Faldet","Eirin_Faldet"
"NO_Gjulem_Erik-Sverre_1930","ESG","Gjulem","Erik Sverre","m","09oct1930","25may1984",1,"1961-65","1961-65","1961-65",1,"H","Høyre",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Hegge_Espen-Agoey_1985","ESH","Hegge","Espen Agøy","m","20feb1985",NA,2,"2005-2009; 2009-2013","2005-2009","2009-2013",1,"KrF","Kristelig Folkeparti",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Silset_Einar-Berner_1945","ESI","Silset","Einar Berner","m","04apr1945",NA,1,"2001-2005","2001-2005","2001-2005",1,"Sp","Senterpartiet",TRUE,"No","Nordland","Q11217303","Einar_Silset","NA"
"NO_Skjervagen_Erik_1959","ESKJ","Skjervagen","Erik","m","25may1959",NA,1,"2017-2021","2017-2021","2017-2021",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark","Q11967755","Erik_Skjervagen","NA"
"NO_Moen_Eskil_1987","ESKM","Moen","Eskil","m","14jul1987",NA,1,"2013-2017","2013-2017","2013-2017",1,"FrP","Fremskrittspartiet",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Skogrand_Elizabeth_1970","ESKO","Skogrand","Elizabeth","f","27feb1970",NA,1,"2009-2013","2009-2013","2009-2013",1,"H","Høyre",TRUE,"Bu","Buskerud",NA,NA,NA
"NO_Mathisen_Einar-Sigurd_1912","ESM","Mathisen","Einar Sigurd","m","16feb1912","09mar1985",1,"1950-53","1950-53","1950-53",1,"V","Venstre",TRUE,"KiNo","Kjøpstedene i Nordland, Troms og Finnmark(Bodø, Hammerfest, Narvik, Tromsø, Vadsø, Vardø)",NA,NA,NA
"NO_Oeveraas_Eli-Sollied_1949","ESO","Øveraas","Eli Sollied","f","15aug1949","15nov2020",4,"1993-97; 1997-2001; 2001-2005; 2005-2009","1993-97","2005-2009",1,"Sp","Senterpartiet",TRUE,"MR","Møre og Romsdal","Q5360321","Eli_Sollied_Øveraas","Eli_Sollied_Øveraas"
"NO_Pedersen_Eskil_1984","ESP","Pedersen","Eskil","m","06mar1984",NA,1,"2013-2017","2013-2017","2013-2017",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark","Q1273558","Eskil_Pedersen","Eskil_Pedersen"
"NO_Saga_Espen-Jahnsen_1981","ESPSAG","Saga","Espen Jahnsen","m","05feb1981",NA,1,"2025-2029","2025-2029","2025-2029",1,"H","Høyre",TRUE,"VA","Vest-Agder",NA,NA,NA
"NO_Solbraekke_Ellen-Sofie_1960","ESS","Solbrække","Ellen Sofie","f","04apr1960",NA,1,"2009-2013","2009-2013","2009-2013",1,"A","Arbeiderpartiet",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Stroem_Einar_1945","EST","Strøm","Einar","m","02mar1945",NA,1,"2001-2005","2001-2005","2001-2005",1,"Sp","Senterpartiet",TRUE,"NT","Nord-Trøndelag","Q5349705","Einar_Strøm","Einar_Strøm_(politician)"
"NO_Andreetta_Estela-Pastor-Soares_2000","ESTAND","Andreetta","Estela Pastor Soares","f","02jan2000",NA,1,"2021-2025","2021-2025","2021-2025",1,"R","Rødt",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Wollbakk_Ester_1944","ESTW","Wollbakk","Ester","f","01apr1944",NA,1,"1993-97","1993-97","1993-97",1,"KrF","Kristelig Folkeparti",TRUE,"No","Nordland",NA,NA,NA
"NO_Svisdal_Eldri_1980","ESV","Svisdal","Eldri","f","11feb1980",NA,1,"2017-2021","2017-2021","2017-2021",1,"SV","Sosialistisk Venstreparti",TRUE,"He","Hedmark",NA,NA,NA
"NO_Winther_Erik-S_1942","ESW","Winther","Erik S.","m","06may1942",NA,1,"1985-89","1985-89","1985-89",1,"A","Arbeiderpartiet",TRUE,"Op","Oppland",NA,NA,NA
"NO_Torvik_Eivind_1975","ET","Torvik","Eivind","m","27jan1975",NA,1,"2009-2013","2009-2013","2009-2013",1,"A","Arbeiderpartiet",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Bjerkaker_Trygve_1921","ETB","Bjerkaker","Trygve","m","09jul1921","06apr2008",1,"1965-69","1965-69","1965-69",1,"A","Arbeiderpartiet",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Due_Erling-Trygve_1889","ETDU","Due","Erling Trygve","m","27aug1889","24jun1960",1,"1954-57","1954-57","1954-57",1,"H","Høyre",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Erichsen_Elizabeth-Toft_1984","ETE","Erichsen","Elizabeth Toft","f","05jul1984",NA,1,"2013-2017","2013-2017","2013-2017",1,"V","Venstre",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Erichsen_Elisabeth-Toft_1994","ETER","Erichsen","Elisabeth Toft","f","05jul1994",NA,1,"2017-2021","2017-2021","2017-2021",1,"V","Venstre",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Groenn_Einar-Trygve_1893","ETG","Grønn","Einar Trygve","m","09jun1893","19aug1967",2,"1950-53; 1954-57","1950-53","1954-57",1,"A","Arbeiderpartiet",TRUE,"Ro","Rogaland",NA,NA,NA
"NO_Hansen_Espen-Torsteinsboe_1983","ETH","Hansen","Espen Torsteinsbø","m","08sep1983",NA,1,"2005-2009","2005-2009","2005-2009",1,"A","Arbeiderpartiet",TRUE,"Ro","Rogaland",NA,NA,NA
"NO_Kreybu_Ellinor-Therese_1972","ETK","Kreybu","Ellinor Therese","f","18nov1972",NA,1,"2009-2013","2009-2013","2009-2013",1,"FrP","Fremskrittspartiet",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Nordvik_Thorleif_1912","ETN","Nordvik","Thorleif","m","16apr1912","30jul1963",1,"1961-65","1961-65","1961-65",1,"V","Venstre",TRUE,"Ro","Rogaland",NA,NA,NA
"NO_Ugland_Ellen_1955","EU","Ugland","Ellen","f","25mar1955",NA,2,"2009-2013; 2013-2017","2009-2013","2013-2017",1,"H","Høyre",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Pettersen_Eugen-Amandus_1894","EUPE","Pettersen","Eugen Amandus","m","02dec1894","31may1964",1,"1945-49","1945-49","1945-49",1,"A","Arbeiderpartiet",TRUE,"Os","Oslo","Q13577571","Eugen_Pettersen","NA"
"NO_Villanger_Espen_1972","EV","Villanger","Espen","m","16may1972",NA,1,"2005-2009","2005-2009","2005-2009",1,"A","Arbeiderpartiet",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Aurdal_Eva-Vinje_1957","EVA","Aurdal","Eva Vinje","f","06dec1957",NA,2,"2009-2013; 2013-2017","2009-2013","2013-2017",1,"A","Arbeiderpartiet",TRUE,"MR","Møre og Romsdal","Q11968154","Eva_Vinje_Aurdal","Eva_Vinje_Aurdal"
"NO_Eilertsen_Eva-Marianne_1970","EVAEIL","Eilertsen","Eva Marianne","f","03jan1970",NA,1,"2021-2025","2021-2025","2021-2025",1,"V","Venstre",TRUE,"NT","Nord-Trøndelag",NA,NA,NA
"NO_Heir_Eva_1943","EVAH","Heir","Eva","f","27jan1943","21jan2024",2,"1989-93; 1993-97","1989-93","1993-97",1,"SV","Sosialistisk Venstreparti",TRUE,"Ak","Akershus","Q5415069","NA","Eva_Heir"
"NO_Josefsen_Eva_1961","EVAJ","Josefsen","Eva","f","21feb1961",NA,1,"1993-97","1993-97","1993-97",1,"SV","Sosialistisk Venstreparti",TRUE,"Fi","Finnmark","Q17098595","Eva_Josefsen","NA"
"NO_Nordlund_Eva_1961","EVAN","Nordlund","Eva","f","17sep1961",NA,1,"1993-97","1993-97","1993-97",1,"Sp","Senterpartiet",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Solstad_Eva_1953","EVAS","Solstad","Eva","f","23aug1953",NA,1,"2001-2005","2001-2005","2001-2005",1,"FrP","Fremskrittspartiet",TRUE,"Tr","Troms",NA,NA,NA
"NO_Bjoereng_Eva_1953","EVB","Bjøreng","Eva","f","23jan1953",NA,1,"2005-2009","2005-2009","2005-2009",1,"A","Arbeiderpartiet",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Boernes_Eva_1901","EVBR","Børnes","Eva","f","19mar1901","23jan1999",1,"1950-53","1950-53","1950-53",1,"V","Venstre",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Doevle_Eva_1952","EVD","Døvle","Eva","f","14sep1952",NA,1,"1997-2001","1997-2001","1997-2001",1,"H","Høyre",TRUE,"Ve","Vestfold",NA,NA,NA
"NO_Andersen_Evelyn_1931","EVEA","Andersen","Evelyn","f","10sep1931","03aug2006",3,"1965-69; 1969-73; 1973-77","1965-69","1973-77",1,"A","Arbeiderpartiet",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Bergseng_Even-Naess_1992","EVEBER","Bergseng","Even Næss","m","13nov1992",NA,1,"2025-2029","2025-2029","2025-2029",1,"SV","Sosialistisk Venstreparti",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Erlien_Even_1955","EVEE","Erlien","Even","m","16jan1955",NA,2,"1993-97; 1997-2001","1993-97","1997-2001",1,"Sp","Senterpartiet",TRUE,"ST","Sør-Trøndelag","Q5416513","NA","Even_Erlien"
"NO_Eriksen_Even-H_1995","EVEERI","Eriksen","Even H.","m","07jul1995",NA,2,"2021-2025; 2025-2029","2021-2025","2025-2029",1,"A","Arbeiderpartiet",TRUE,"He","Hedmark","Q108895990","Even_H._Eriksen","Even_Eriksen"
"NO_Sagebakken_Even-Tronstad_1977","EVESAG","Sagebakken","Even Tronstad","m","20may1977",NA,1,"2025-2029","2025-2029","2025-2029",1,"A","Arbeiderpartiet",TRUE,"VA","Vest-Agder","Q11968184","Even_Sagebakken","NA"
"NO_Solhaug_Even_1970","EVESOL","Solhaug","Even","m","31mar1970",NA,1,"2025-2029","2025-2029","2025-2029",1,"A","Arbeiderpartiet",TRUE,"Op","Oppland",NA,NA,NA
"NO_Fougner_Even-Kvisgaard_1933","EVFO","Fougner","Even Kvisgaard","m","20jan1933","01apr2002",2,"1969-73; 1977-81","1969-73","1977-81",1,"KrF","Kristelig Folkeparti",TRUE,"Os","Oslo","Q11968166","Even_Fougner","NA"
"NO_Gran_Even_1968","EVG","Gran","Even","m","09mar1968",NA,1,"1997-2001","1997-2001","1997-2001",1,"SV","Sosialistisk Venstreparti",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Hansen_Eva-Kristin_1973","EVH","Hansen","Eva Kristin","f","05mar1973",NA,5,"2005-2009; 2009-2013; 2013-2017; 2017-2021; 2021-2025","2005-2009","2021-2025",1,"A","Arbeiderpartiet",FALSE,"ST","Sør-Trøndelag","Q5415094","Eva_Kristin_Hansen","Eva_Kristin_Hansen"
"NO_Borkenhagen_Eva_1948","EVJ","Borkenhagen","Eva","f","23apr1948","17aug2020",2,"1997-2001; 2001-2005","1997-2001","2001-2005",1,"A","Arbeiderpartiet",TRUE,"Tr","Troms","Q106573093","Eva_Borkenhagen","NA"
"NO_Sandoey_Eva-Jeanette_1985","EVJS","Sandøy","Eva Jeanette","f","19jun1985",NA,1,"2005-2009","2005-2009","2005-2009",1,"FrP","Fremskrittspartiet",TRUE,"AA","Aust-Agder",NA,NA,NA
"NO_Kise_Eva_1951","EVKI","Kise","Eva","f","11mar1951",NA,1,"1989-93","1989-93","1989-93",1,"H","Høyre",TRUE,"Te","Telemark",NA,NA,NA
"NO_Kolstad_Eva-Lundegaard_1918","EVKO","Kolstad","Eva Lundegaard","f","06may1918","26mar1999",2,"1958-61; 1965-69","1958-61","1965-69",1,"V","Venstre",TRUE,"Os","Oslo","Q1774069","Eva_Kolstad","Eva_Kolstad"
"NO_Lian_Eva-M_1956","EVL","Lian","Eva M.","f","05sep1956",NA,1,"1993-97","1993-97","1993-97",1,"Sp","Senterpartiet",FALSE,"Ve","Vestfold","Q5415100","Eva_Lian","Eva_Lian"
"NO_Marum_Eva_1942","EVMA","Marum","Eva","f","01jan1942",NA,1,"1969-73","1969-73","1969-73",1,"A","Arbeiderpartiet",TRUE,"Ve","Vestfold",NA,NA,NA
"NO_Halvorsen_Eva-Marie_1951","EVMH","Halvorsen","Eva Marie","f","07dec1951",NA,1,"2009-2013","2009-2013","2009-2013",1,"H","Høyre",TRUE,"SF","Sogn og Fjordane","Q12714576","NA","NA"
"NO_Langaas_Eva-M_1983","EVML","Langaas","Eva M.","f","09may1983",NA,1,"2001-2005","2001-2005","2001-2005",1,"SV","Sosialistisk Venstreparti",TRUE,"SF","Sogn og Fjordane",NA,NA,NA
"NO_Nielsen_Eva-M_1950","EVNI","Nielsen","Eva M.","f","07mar1950",NA,3,"1989-93; 2001-2005; 2005-2009","1989-93","2005-2009",1,"A","Arbeiderpartiet",TRUE,"Fi","Finnmark","Q5415113","Eva_M._Nielsen","Eva_M._Nielsen"
"NO_Ottesen_Eva_1965","EVO","Ottesen","Eva","f","06aug1965",NA,1,"2009-2013","2009-2013","2009-2013",1,"A","Arbeiderpartiet",TRUE,"Tr","Troms",NA,NA,NA
"NO_Roeed_Even-A_1992","EVR","Røed","Even A.","m","23feb1992",NA,3,"2017-2021; 2021-2025; 2025-2029","2017-2021","2025-2029",1,"A","Arbeiderpartiet",TRUE,"Bu","Buskerud","Q108763913","Even_A._Røed","Even_A._Røed"
"NO_Skjolddal_Eva_1935","EVSK","Skjolddal","Eva","f","31aug1935",NA,1,"1985-89","1985-89","1985-89",1,"H","Høyre",TRUE,"Op","Oppland",NA,NA,NA
"NO_Westerveld_Even_1980","EVW","Westerveld","Even","m","04feb1980",NA,1,"2009-2013","2009-2013","2009-2013",1,"KrF","Kristelig Folkeparti",TRUE,"Os","Oslo","Q17113892","Even_Westerveld","NA"
"NO_Waaia_Eva_1944","EVWA","Waaia","Eva","f","15jul1944",NA,2,"1977-81; 1981-85","1977-81","1981-85",1,"A","Arbeiderpartiet",TRUE,"Op","Oppland",NA,NA,NA
"NO_Wiborg_Erlend_1984","EW","Wiborg","Erlend","m","20jan1984",NA,6,"2005-2009; 2009-2013; 2013-2017; 2017-2021; 2021-2025; 2025-2029","2005-2009","2025-2029",1,"FrP","Fremskrittspartiet",TRUE,"Øs","Østfold","Q1355543","Erlend_Wiborg","Erlend_Wiborg"
"NO_Aakredalen_Elisabeth-Wickstroem_1989","EWA","Åkredalen","Elisabeth Wickstrøm","f","25nov1989",NA,1,"2013-2017","2013-2017","2013-2017",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark",NA,NA,NA
"NO_Erichsen_Egil-Werner_1901","EWE","Erichsen","Egil Werner","m","04oct1901","30mar2000",1,"1954-57","1954-57","1954-57",1,"H","Høyre",TRUE,"Os","Oslo","Q5348015","NA","Egil_Werner_Erichsen"
"NO_Ellefsen_Eddie-Weyergang_1918","EWEL","Ellefsen","Eddie Weyergang","f","27sep1918","28apr2012",1,"1961-65","1961-65","1961-65",1,"H","Høyre",TRUE,"Os","Oslo",NA,NA,NA
"NO_Lundin_Godtfred_1899","EWGL","Lundin","Godtfred","m","18aug1899","20aug1988",1,"1945-49","1945-49","1945-49",1,"NKP","Norges Kommunistiske Parti",TRUE,"KiTA","Kjøpstedene i Telemark og Aust - Agder fylker(Arendal, Brevik, Grimstad, Kragerø, Notodden, Porsgrunn, Risør, Skien)",NA,NA,NA
"NO_Hildre_Ewa_1967","EWH","Hildre","Ewa","f","16feb1967",NA,1,"2013-2017","2013-2017","2013-2017",1,"H","Høyre",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Bakke_Eyolf_1968","EYB","Bakke","Eyolf","m","13jun1968",NA,2,"2001-2005; 2005-2009","2001-2005","2005-2009",1,"FrP","Fremskrittspartiet",TRUE,"AA","Aust-Agder",NA,NA,NA
"NO_Bardal_Eystein_1930","EYBA","Bardal","Eystein","m","27sep1930",NA,3,"1958-61; 1961-65; 1965-69","1958-61","1965-69",2,"B; Sp","Bondepartiet; Senterpartiet",TRUE,"NT","Nord-Trøndelag","Q19924076","Eystein_Bardal","NA"
"NO_Gaare_Eystein_1950","EYSG","Gaare","Eystein","m","20sep1950",NA,1,"1993-97","1993-97","1993-97",1,"A","Arbeiderpartiet",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Wang_Eyvind-W_1942","EYWW","Wang","Eyvind W.","m","08dec1942","03aug2024",1,"1993-97","1993-97","1993-97",1,"H","Høyre",TRUE,"Ak","Akershus","Q5423073","Eyvind_W._Wang","Eyvind_W._Wang"
"NO_Arntsen_Frode_1970","FA","Arntsen","Frode","m","15apr1970",NA,1,"1993-97","1993-97","1993-97",1,"KrF","Kristelig Folkeparti",TRUE,"VA","Vest-Agder",NA,NA,NA
"NO_Bystroem_Finn-Arild_1973","FAB","Bystrøm","Finn-Arild","m","08oct1973",NA,2,"2009-2013; 2013-2017","2009-2013","2013-2017",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark",NA,NA,NA
"NO_Haugen_Fredrik-Andreas_1895","FAH","Haugen","Fredrik Andreas","m","14may1895","18jan1980",1,"1945-49","1945-49","1945-49",1,"H","Høyre",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Johansen_Finn-Arthur_1931","FAJ","Johansen","Finn Arthur","m","02sep1931",NA,1,"1981-85","1981-85","1981-85",1,"A","Arbeiderpartiet",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Qureshi_Farukh_1986","FARQUR","Qureshi","Farukh","m","06jan1986",NA,2,"2021-2025; 2025-2029","2021-2025","2025-2029",1,"A","Arbeiderpartiet",TRUE,"Os","Oslo","Q136206483","Farukh_Qureshi","Farukh_Qureshi"
"NO_Austigard_Froeydis_1950","FAU","Austigard","Frøydis","f","09dec1950",NA,1,"2005-2009","2005-2009","2005-2009",1,"V","Venstre",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Warsame_Fawzi-Abdirashid_1998","FAWAWA","Warsame","Fawzi Abdirashid","m","15sep1998",NA,1,"2025-2029","2025-2029","2025-2029",1,"A","Arbeiderpartiet",TRUE,"Os","Oslo",NA,NA,NA
"NO_Oevstegaard_Freddy-Andre_1994","FAØ","Øvstegård","Freddy André","m","20dec1994",NA,2,"2017-2021; 2021-2025","2017-2021","2021-2025",1,"SV","Sosialistisk Venstreparti",FALSE,"Øs","Østfold",NA,NA,NA
"NO_Bahrami_Farahnaz_1962","FB","Bahrami","Farahnaz","f","21mar1962",NA,3,"2009-2013; 2013-2017; 2025-2029","2009-2013","2025-2029",1,"A","Arbeiderpartiet",TRUE,"He","Hedmark","Q16170420","Farahnaz_Bahrami","Farahnaz_Bahrami"
"NO_Bakke-Jensen_Frank_1965","FBJ","Bakke-Jensen","Frank","m","08mar1965",NA,3,"2009-2013; 2013-2017; 2017-2021","2009-2013","2017-2021",1,"H","Høyre",FALSE,"Fi","Finnmark","Q1799849","Frank_Bakke-Jensen","Frank_Bakke-Jensen"
"NO_Gueven_Ferhat_1983","FEG","Güven","Ferhat","m","22aug1983",NA,3,"2013-2017; 2017-2021; 2021-2025","2013-2017","2021-2025",1,"A","Arbeiderpartiet",TRUE,"ST","Sør-Trøndelag","Q16190516","NA","Ferhat_Güven"
"NO_Kaltenborn_Ferdinand_1918","FEKA","Kaltenborn","Ferdinand","m","24oct1918","14dec2003",1,"1965-69","1965-69","1965-69",1,"H","Høyre",TRUE,"Os","Oslo",NA,NA,NA
"NO_Sve_Frank-Edvard_1968","FES","Sve","Frank Edvard","m","18feb1968",NA,3,"2001-2005; 2021-2025; 2025-2029","2001-2005","2025-2029",1,"FrP","Fremskrittspartiet",TRUE,"MR","Møre og Romsdal","Q11969925","Frank_Sve","Frank_Edvard_Sve"
"NO_Faerber_Fredrik_1979","FF","Färber","Fredrik","m","25mar1979",NA,1,"1997-2001","1997-2001","1997-2001",1,"FrP","Fremskrittspartiet",TRUE,"Op","Oppland","Q17061641","Fredrik_Färber","Fredrik_Färber"
"NO_Gundersen_Fridtjof-Frank_1934","FFG","Gundersen","Fridtjof Frank","m","29oct1934","11nov2011",4,"1981-85; 1989-93; 1993-97; 1997-2001","1981-85","1997-2001",2,"Uav; FrP","Uavhengig representant; Fremskrittspartiet",FALSE,"Ak","Akershus","Q4587518","Fridtjof_Frank_Gundersen","Fridtjof_Frank_Gundersen"
"NO_Pedersen_Finn-Fluge_1904","FFP","Pedersen","Finn Fluge","m","11sep1904","23apr1976",1,"1945-49","1945-49","1945-49",1,"NKP","Norges Kommunistiske Parti",TRUE,"Be","Bergen","Q18752577","Finn_Fluge_Pedersen","NA"
"NO_Hoffmann_Freddy_1959","FH","Hoffmann","Freddy","m","04sep1959",NA,1,"2001-2005","2001-2005","2001-2005",1,"FrP","Fremskrittspartiet",TRUE,"Bu","Buskerud",NA,NA,NA
