sep=,
"pers_id","id_us_bioguide","last_name","first_name","gender","birth_date","death_date","birth_place_raw","wikidata_id","wikipedia_en","twitter_screen_name","twitter_id"
"US_McMullen_Fayette_1805","M000578","McMullen","Fayette","m","18may1805",NA,NA,"Q1399060","Fayette McMullen",NA,NA
"US_Meacham_James_1810","M000613","Meacham","James","m","16aug1810",NA,NA,"Q1334282","James Meacham",NA,NA
"US_Miller_John_1812","M000741","Miller","John","m","29nov1812",NA,NA,"Q1700159","John Gaines Miller",NA,NA
"US_Miller_Killian_1785","M000744","Miller","Killian","m","30jul1785",NA,NA,"Q2377355","Killian Miller",NA,NA
"US_Miller_Smith_1804","M000754","Miller","Smith","m","30may1804",NA,NA,"Q2295369","Smith Miller",NA,NA
"US_Moore_Oscar_1817","M000911","Moore","Oscar","m","27jan1817",NA,NA,"Q7105961","Oscar F. Moore",NA,NA
"US_Oliver_Andrew_1815","O000070","Oliver","Andrew","m","16jan1815",NA,NA,"Q4758159","Andrew Oliver (New York politician)",NA,NA
"US_Oliver_Mordecai_1819","O000075","Oliver","Mordecai","m","22oct1819",NA,NA,"Q1947389","Mordecai Oliver",NA,NA
"US_Packer_Asa_1805","P000006","Packer","Asa","m","29dec1805",NA,NA,"Q4803147","Asa Packer",NA,NA
"US_Paine_Robert_1812","P000030","Paine","Robert","m","18feb1812",NA,NA,"Q2159017","Robert Treat Paine (North Carolina politician)",NA,NA
"US_Pearce_John_1826","P000162","Pearce","John","m","28feb1826",NA,NA,"Q6241622","John Jamison Pearce",NA,NA
"US_Peck_George_1818","P000176","Peck","George","m","04jun1818",NA,NA,"Q1508553","George Washington Peck",NA,NA
"US_Pelton_Guy_1824","P000198","Pelton","Guy","m","03aug1824",NA,NA,"Q404649","Guy R. Pelton",NA,NA
"US_Pennington_Alexander_1810","P000213","Pennington","Alexander","m","02jul1810",NA,NA,"Q1750799","Alexander C. M. Pennington (politician)",NA,NA
"US_Porter_Gilchrist_1817","P000440","Porter","Gilchrist","m","01nov1817",NA,NA,"Q1326022","Gilchrist Porter",NA,NA
"US_Pringle_Benjamin_1807","P000543","Pringle","Benjamin","m","09nov1807",NA,NA,"Q4889141","Benjamin Pringle",NA,NA
"US_Pugh_George_1822","P000560","Pugh","George","m","28nov1822",NA,NA,"Q1471201","George E. Pugh",NA,NA
"US_Puryear_Richard_1801","P000578","Puryear","Richard","m","09feb1801",NA,NA,"Q2149238","Richard C. Puryear",NA,NA
"US_Reade_Edwin_1812","R000095","Reade","Edwin","m","13nov1812",NA,NA,"Q1294598","Edwin Godwin Reade",NA,NA
"US_Rivers_Thomas_1819","R000283","Rivers","Thomas","m","18sep1819",NA,NA,"Q1236176","Thomas Rivers",NA,NA
"US_Robison_David_1816","R000356","Robison","David","m","28may1816",NA,NA,"Q5233898","David Fullerton Robison",NA,NA
"US_Sabin_Alvah_1793","S000002","Sabin","Alvah","m","23oct1793",NA,NA,"Q448196","Alvah Sabin",NA,NA
"US_Sage_Russell_1816","S000013","Sage","Russell","m","04aug1816",NA,NA,"Q3453498","Russell Sage",NA,NA
"US_Sapp_William_1804","S000061","Sapp","William","m","04mar1804",NA,NA,"Q8017277","William R. Sapp",NA,NA
"US_Scott_Harvey_1818","S000173","Scott","Harvey","m","18oct1818",NA,NA,"Q1389682","Harvey D. Scott",NA,NA
"US_Seward_William_1801","S000261","Seward","William","m","16may1801",NA,NA,"Q297308","William H. Seward",NA,NA
"US_Simmons_George_1791","S000416","Simmons","George","m","08sep1791",NA,NA,"Q1506809","George A. Simmons",NA,NA
"US_Slidell_John_9999","S000487","Slidell","John","m",NA,NA,NA,"Q3182472","John Slidell",NA,NA
"US_Smith_William_1815","S000637","Smith","William","m","27mar1815",NA,NA,"Q629554","William Russell Smith",NA,NA
"US_Sneed_William_1812","S000651","Sneed","William","m","27aug1812",NA,NA,"Q1773281","William Henry Sneed",NA,NA
"US_Stranahan_James_1808","S000990","Stranahan","James","m","25apr1808",NA,NA,"Q211910","James S. T. Stranahan",NA,NA
"US_Swope_Samuel_1809","S001130","Swope","Samuel","m","01mar1809",NA,NA,"Q1609405","Samuel F. Swope",NA,NA
"US_Thorington_James_1816","T000235","Thorington","James","m","07may1816",NA,NA,"Q1681188","James Thorington",NA,NA
"US_Thurston_Benjamin_1804","T000255","Thurston","Benjamin","m","29jun1804",NA,NA,"Q817388","Benjamin B. Thurston",NA,NA
"US_Trafton_Mark_1810","T000351","Trafton","Mark","m","01aug1810",NA,NA,"Q1900477","Mark Trafton",NA,NA
"US_Tyson_Job_1803","T000454","Tyson","Job","m","08feb1803",NA,NA,"Q6206686","Job Roberts Tyson",NA,NA
"US_Vail_George_1809","V000001","Vail","George","m","21jul1809",NA,NA,"Q1508394","George Vail",NA,NA
"US_Valk_William_1806","V000007","Valk","William","m","12oct1806",NA,NA,"Q129719","William Valk",NA,NA
"US_Wakeman_Abram_1824","W000027","Wakeman","Abram","m","31may1824",NA,NA,"Q1383679","Abram Wakeman",NA,NA
"US_Walker_Percy_9999","W000064","Walker","Percy","m",NA,NA,NA,"Q2070321","Percy Walker",NA,NA
"US_Warner_Hiram_1802","W000152","Warner","Hiram","m","29oct1802",NA,NA,"Q1620137","Hiram B. Warner",NA,NA
"US_Watson_Cooper_1810","W000199","Watson","Cooper","m","18jun1810",NA,NA,"Q5167783","Cooper K. Watson",NA,NA
"US_Welch_William_1818","W000266","Welch","William","m","10dec1818",NA,NA,"Q1799219","William W. Welch",NA,NA
"US_Wells_Daniel_1808","W000281","Wells","Daniel","m","16jul1808",NA,NA,"Q938432","Daniel Wells Jr.",NA,NA
"US_Wells_John_1803","W000285","Wells","John","m","18oct1803",NA,NA,"Q1339780","John S. Wells",NA,NA
"US_Wheeler_John_1823","W000337","Wheeler","John","m","11feb1823",NA,NA,"Q981158","John Wheeler (New York politician)",NA,NA
"US_Whitfield_John_1818","W000414","Whitfield","John","m","11mar1818",NA,NA,"Q1702157","John Wilkins Whitfield",NA,NA
"US_Whitney_Thomas_1807","W000425","Whitney","Thomas","m","02may1807",NA,NA,"Q759131","Thomas R. Whitney",NA,NA
"US_Williams_John_1807","W000514","Williams","John","m","07jan1807",NA,NA,"Q13219191","John Williams (Rochester, New York)",NA,NA
"US_Woodworth_James_1804","W000734","Woodworth","James","m","04dec1804",NA,NA,"Q3246869","James Hutchinson Woodworth",NA,NA
"US_Wright_Daniel_1812","W000757","Wright","Daniel","m","17feb1812",NA,NA,"Q1159998","Daniel B. Wright",NA,NA
"US_Yulee_David_1810","Y000061","Yulee","David","m","12jun1810",NA,NA,"Q2045896","David Levy Yulee",NA,NA
"US_Bigler_William_1814","B000459","Bigler","William","m","01jan1814",NA,NA,"Q880876","William Bigler",NA,NA
"US_Comegys_Joseph_1813","C000656","Comegys","Joseph","m","29dec1813",NA,NA,"Q1707763","Joseph P. Comegys",NA,NA
"US_Buchanan_James_1791","B001005","Buchanan","James","m","23apr1791",NA,NA,"Q12325","James Buchanan",NA,NA
"US_Abbott_Nehemiah_1804","A000008","Abbott","Nehemiah","m","29mar1804",NA,NA,"Q1974497","Nehemiah Abbott",NA,NA
"US_Ahl_John_1813","A000060","Ahl","John","m","16aug1813",NA,NA,"Q6218549","John Alexander Ahl",NA,NA
"US_Andrews_Samuel_1796","A000248","Andrews","Samuel","m","16oct1796",NA,NA,"Q7411439","Samuel G. Andrews",NA,NA
"US_Arnold_Samuel_1806","A000294","Arnold","Samuel","m","01jun1806",NA,NA,"Q2217932","Samuel Arnold (Connecticut politician)",NA,NA
"US_Bates_Martin_1786","B000238","Bates","Martin","m","24feb1786",NA,NA,"Q1699276","Martin W. Bates",NA,NA
"US_Bennett_Henry_1808","B000376","Bennett","Henry","m","29sep1808",NA,NA,"Q5718044","Henry Bennett (American politician)",NA,NA
"US_Billinghurst_Charles_1818","B000464","Billinghurst","Charles","m","27jul1818",NA,NA,"Q280022","Charles Billinghurst",NA,NA
"US_Bishop_William_1827","B000491","Bishop","William","m","14sep1827",NA,NA,"Q2578379","William D. Bishop",NA,NA
"US_Bliss_Philemon_1813","B000560","Bliss","Philemon","m","28jul1813",NA,NA,"Q7183012","Philemon Bliss",NA,NA
"US_Bowie_Thomas_1808","B000696","Bowie","Thomas","m","07apr1808",NA,NA,"Q2386079","Thomas Fielder Bowie",NA,NA
"US_Brenton_Samuel_1810","B000805","Brenton","Samuel","m","22nov1810",NA,NA,"Q1253479","Samuel Brenton",NA,NA
"US_Bright_Jesse_1812","B000835","Bright","Jesse","m","18dec1812",NA,NA,"Q456037","Jesse D. Bright",NA,NA
"US_Broderick_David_1820","B000857","Broderick","David","m","04feb1820",NA,NA,"Q359265","David C. Broderick",NA,NA
"US_Brooks_Preston_1819","B000885","Brooks","Preston","m","05aug1819",NA,NA,"Q1590822","Preston Brooks",NA,NA
"US_Bryan_Guy_1821","B000985","Bryan","Guy","m","12jan1821",NA,NA,"Q1557539","Guy M. Bryan",NA,NA
"US_Burns_Joseph_1800","B001128","Burns","Joseph","m","11mar1800",NA,NA,"Q5590563","Joseph Burns (American politician)",NA,NA
"US_Caruthers_Samuel_1820","C000210","Caruthers","Samuel","m","13oct1820",NA,NA,"Q2218073","Samuel Caruthers",NA,NA
"US_Caskie_John_1821","C000231","Caskie","John","m","08nov1821",NA,NA,"Q1699568","John Caskie",NA,NA
"US_Chaffee_Calvin_1811","C000270","Chaffee","Calvin","m","28aug1811",NA,NA,"Q1027643","Calvin C. Chaffee",NA,NA
"US_Chapman_Henry_1804","C000311","Chapman","Henry","m","04feb1804",NA,NA,"Q5719308","Henry Chapman (American politician)",NA,NA
"US_Clark_Ezra_1813","C000429","Clark","Ezra","m","12sep1813",NA,NA,"Q534881","Ezra Clark Jr.",NA,NA
"US_Clawson_Isaiah_1822","C000477","Clawson","Isaiah","m","30mar1822",NA,NA,"Q1673684","Isaiah D. Clawson",NA,NA
"US_Clay_James_1817","C000483","Clay","James","m","09nov1817",NA,NA,"Q1680070","James Brown Clay",NA,NA
"US_Cockerill_Joseph_1818","C000574","Cockerill","Joseph","m","02jan1818",NA,NA,"Q6286401","Joseph R. Cockerill",NA,NA
"US_Comins_Linus_1817","C000659","Comins","Linus","m","29nov1817",NA,NA,"Q1528216","Linus B. Comins",NA,NA
"US_Damrell_William_1809","D000019","Damrell","William","m","29nov1809",NA,NA,"Q674939","William S. Damrell",NA,NA
"US_Davis_Jefferson_1808","D000113","Davis","Jefferson","m","03jun1808",NA,NA,"Q162269","Jefferson Davis",NA,NA
"US_Davis_Timothy_1794","D000140","Davis","Timothy","m","29mar1794",NA,NA,"Q1242725","Timothy Davis (Iowa politician)",NA,NA
"US_Davis_Timothy_1821","D000141","Davis","Timothy","m","12apr1821",NA,NA,"Q1602135","Timothy Davis (Massachusetts politician)",NA,NA
"US_Dean_Sidney_1818","D000174","Dean","Sidney","m","16nov1818",NA,NA,"Q2281900","Sidney Dean",NA,NA
"US_Dewart_William_1821","D000290","Dewart","William","m","21jun1821",NA,NA,"Q8014546","William Lewis Dewart",NA,NA
"US_Dodd_Edward_1805","D000389","Dodd","Edward","m","25aug1805",NA,NA,"Q3021449","Edward Dodd",NA,NA
"US_Dowdell_James_1818","D000464","Dowdell","James","m","26nov1818",NA,NA,"Q1680378","James F. Dowdell",NA,NA
"US_Durfee_Nathaniel_1812","D000569","Durfee","Nathaniel","m","29sep1812",NA,NA,"Q1525999","Nathan B. Durfee",NA,NA
"US_Edie_John_1814","E000049","Edie","John","m","14jan1814",NA,NA,"Q6255915","John Rufus Edie",NA,NA
"US_Elliott_John_1820","E000125","Elliott","John","m","20may1820",NA,NA,"Q1701110","John Milton Elliott",NA,NA
"US_Eustis_George_1828","E000228","Eustis","George","m","28sep1828",NA,NA,"Q1507318","George Eustis Jr.",NA,NA
"US_Ferguson_Fenner_1814","F000080","Ferguson","Fenner","m","25apr1814",NA,NA,"Q1404772","Fenner Ferguson",NA,NA
"US_Fitch_Graham_1809","F000158","Fitch","Graham","m","05dec1809",NA,NA,"Q1541943","Graham N. Fitch",NA,NA
"US_Foley_James_1807","F000236","Foley","James","m","18oct1807",NA,NA,"Q1679980","James Bradford Foley",NA,NA
"US_Giddings_Joshua_1795","G000167","Giddings","Joshua","m","06oct1795",NA,NA,"Q119323","Joshua Reed Giddings",NA,NA
"US_Gillis_James_1792","G000209","Gillis","James","m","02oct1792",NA,NA,"Q6138098","James Lisle Gillis",NA,NA
"US_Gilman_Charles_1824","G000213","Gilman","Charles","m","26feb1824",NA,NA,"Q1064991","Charles J. Gilman",NA,NA
"US_Goodwin_Henry_1824","G000300","Goodwin","Henry","m","25jun1824",NA,NA,"Q5719008","Henry C. Goodwin",NA,NA
"US_Granger_Amos_1789","G000373","Granger","Amos","m","03jun1789",NA,NA,"Q474292","Amos P. Granger",NA,NA
"US_Green_James_1817","G000414","Green","James","m","28feb1817",NA,NA,"Q1681068","James S. Green",NA,NA
"US_Greenwood_Alfred_1811","G000436","Greenwood","Alfred","m","11jul1811",NA,NA,"Q2644672","Alfred B. Greenwood",NA,NA
"US_Gregg_James_1806","G000444","Gregg","James","m","26jun1806",NA,NA,"Q1680738","James M. Gregg",NA,NA
"US_Groesbeck_William_1815","G000490","Groesbeck","William","m","24jul1815",NA,NA,"Q1650370","William S. Groesbeck",NA,NA
"US_Gwin_William_1805","G000540","Gwin","William","m","09oct1805",NA,NA,"Q5868980","William M. Gwin",NA,NA
"US_Hall_Lawrence_9999","H000059","Hall","Lawrence","m",NA,NA,NA,"Q6504699","Lawrence W. Hall",NA,NA
"US_Hall_Robert_1812","H000068","Hall","Robert","m","28jan1812",NA,NA,"Q1258294","Robert Bernard Hall",NA,NA
"US_Hammond_James_1807","H000128","Hammond","James","m","15nov1807",NA,NA,"Q731148","James H. Hammond",NA,NA
"US_Harlan_Aaron_1802","H000207","Harlan","Aaron","m","08sep1802",NA,NA,"Q4662074","Aaron Harlan",NA,NA
"US_Harris_Thomas_1816","H000255","Harris","Thomas","m","29oct1816",NA,NA,"Q2781217","Thomas L. Harris",NA,NA
"US_Hatch_Israel_1808","H000336","Hatch","Israel","m","30jun1808",NA,NA,"Q6087250","Israel T. Hatch",NA,NA
"US_Henderson_James_1808","H000481","Henderson","James","m","31mar1808",NA,NA,"Q881060","J. Pinckney Henderson",NA,NA
"US_Hodges_Charles_1810","H000672","Hodges","Charles","m","04feb1810",NA,NA,"Q5076653","Charles D. Hodges",NA,NA
"US_Hopkins_George_1804","H000774","Hopkins","George","m","22feb1804",NA,NA,"Q1508539","George Washington Hopkins",NA,NA
"US_Hughes_James_1823","H000923","Hughes","James","m","24nov1823",NA,NA,"Q1680588","James Hughes (representative)",NA,NA
"US_Huyler_John_1808","H001020","Huyler","John","m","09apr1808",NA,NA,"Q1700543","John Huyler",NA,NA
"US_Jewett_Joshua_1815","J000106","Jewett","Joshua","m","30sep1815",NA,NA,"Q1708577","Joshua Jewett",NA,NA
"US_Jones_George_1806","J000222","Jones","George","m","15mar1806",NA,NA,"Q733128","George Washington Jones (Tennessee politician)",NA,NA
"US_Jones_Jehu_1811","J000234","Jones","Jehu","m","07oct1811",NA,NA,"Q6176514","J. Glancy Jones",NA,NA
"US_Jones_Owen_1819","J000245","Jones","Owen","m","29dec1819",NA,NA,"Q7114530","Owen Jones (American politician)",NA,NA
"US_Keim_William_1813","K000051","Keim","William","m","13jun1813",NA,NA,"Q8012331","William H. Keim",NA,NA
"US_Kelly_John_1822","K000075","Kelly","John","m","20apr1822",NA,NA,"Q612955","John Kelly (New York politician)",NA,NA
"US_Kennedy_Anthony_1810","K000103","Kennedy","Anthony","m","21dec1810",NA,NA,"Q369039","Anthony Kennedy (Maryland politician)",NA,NA
"US_King_Preston_1806","K000211","King","Preston","m","14oct1806",NA,NA,"Q13218125","Preston King (politician)",NA,NA
"US_Kingsbury_William_1828","K000219","Kingsbury","William","m","04jun1828",NA,NA,"Q1552171","William W. Kingsbury",NA,NA
"US_Knapp_Chauncey_1809","K000280","Knapp","Chauncey","m","26feb1809",NA,NA,"Q1068406","Chauncey L. Knapp",NA,NA
"US_Kunkel_John_1816","K000340","Kunkel","John","m","18sep1816",NA,NA,"Q6226023","John Christian Kunkel",NA,NA
"US_Landy_James_1813","L000056","Landy","James","m","13oct1813",NA,NA,"Q6137753","James Landy",NA,NA
"US_Lawrence_William_1814","L000141","Lawrence","William","m","02sep1814",NA,NA,"Q13219439","William Lawrence (Ohio Democrat)",NA,NA
"US_Leidy_Paul_1813","L000231","Leidy","Paul","m","13nov1813",NA,NA,"Q7152004","Paul Leidy",NA,NA
"US_Leiter_Benjamin_1813","L000236","Leiter","Benjamin","m","13oct1813",NA,NA,"Q4888550","Benjamin F. Leiter",NA,NA
"US_Letcher_John_1813","L000256","Letcher","John","m","29mar1813",NA,NA,"Q880385","John Letcher",NA,NA
"US_Lockhart_James_1806","L000390","Lockhart","James","m","13feb1806",NA,NA,"Q1613865","James Lockhart (Indiana politician)",NA,NA
"US_Mallory_Stephen_9999","M000084","Mallory","Stephen","m",NA,NA,NA,"Q594906","Stephen Mallory",NA,NA
"US_Marshall_Humphrey_1812","M000154","Marshall","Humphrey","m","13jan1812",NA,NA,"Q548975","Humphrey Marshall (general)",NA,NA
"US_Mason_James_1798","M000216","Mason","James","m","03nov1798",NA,NA,"Q167795","James M. Mason",NA,NA
"US_Mason_John_1802","M000218","Mason","John","m","04aug1802",NA,NA,"Q137745","John Calvin Mason",NA,NA
"US_Matteson_Orsamus_1805","M000251","Matteson","Orsamus","m","28aug1805",NA,NA,"Q7104120","Orsamus B. Matteson",NA,NA
"US_McKibbin_Joseph_1824","M000514","McKibbin","Joseph","m","14may1824",NA,NA,"Q1706715","Joseph C. McKibbin",NA,NA
"US_Miller_Joseph_1819","M000743","Miller","Joseph","m","09sep1819",NA,NA,"Q6285561","Joseph Miller (Ohio politician)",NA,NA
"US_Montgomery_John_1805","M000868","Montgomery","John","m","27jun1805",NA,NA,"Q6234747","John Gallagher Montgomery",NA,NA
"US_Morgan_Edwin_1806","M000948","Morgan","Edwin","m","02may1806",NA,NA,"Q5346231","Edwin B. Morgan",NA,NA
"US_Morrison_James_1816","M000996","Morrison","James","m","12apr1816",NA,NA,"Q6137541","James L. D. Morrison",NA,NA
"US_Morse_Oliver_1815","M001013","Morse","Oliver","m","26mar1815",NA,NA,"Q7087376","Oliver A. Morse",NA,NA
"US_Mott_Richard_1804","M001042","Mott","Richard","m","21jul1804",NA,NA,"Q2150237","Richard Mott (politician)",NA,NA
"US_Murray_Ambrose_1807","M001105","Murray","Ambrose","m","27nov1807",NA,NA,"Q459314","Ambrose S. Murray",NA,NA
"US_Nichols_Matthias_1824","N000093","Nichols","Matthias","m","03oct1824",NA,NA,"Q6791552","Matthias H. Nichols",NA,NA
"US_Nourse_Amos_1794","N000162","Nourse","Amos","m","17dec1794",NA,NA,"Q474290","Amos Nourse",NA,NA
"US_Orr_James_1822","O000104","Orr","James","m","12may1822",NA,NA,"Q361708","James Lawrence Orr",NA,NA
"US_Parker_John_1805","P000064","Parker","John","m","14jun1805",NA,NA,"Q6245905","John M. Parker (New York politician)",NA,NA
"US_Phelps_William_1826","P000301","Phelps","William","m","01jun1826",NA,NA,"Q2580960","William Wallace Phelps",NA,NA
"US_Phillips_Henry_1811","P000308","Phillips","Henry","m","30jun1811",NA,NA,"Q5726187","Henry M. Phillips",NA,NA
"US_Pike_James_1818","P000347","Pike","James","m","10nov1818",NA,NA,"Q1680988","James Pike (politician)",NA,NA
"US_Polk_Trusten_1811","P000411","Polk","Trusten","m","29may1811",NA,NA,"Q377459","Trusten Polk",NA,NA
"US_Powell_Paulus_9999","P000483","Powell","Paulus","m",NA,NA,NA,"Q2064243","Paulus Powell",NA,NA
"US_Purviance_Samuel_1809","P000576","Purviance","Samuel","m","10jan1809",NA,NA,"Q7410768","Samuel Anderson Purviance",NA,NA
"US_Quitman_John_1798","Q000022","Quitman","John","m","01sep1798",NA,NA,"Q441838","John A. Quitman",NA,NA
"US_Ready_Charles_1802","R000097","Ready","Charles","m","22dec1802",NA,NA,"Q1065880","Charles Ready",NA,NA
"US_Reilly_Wilson_1811","R000157","Reilly","Wilson","m","08aug1811",NA,NA,"Q8023183","Wilson Reilly",NA,NA
"US_Ricaud_James_1808","R000192","Ricaud","James","m","11feb1808",NA,NA,"Q724992","James B. Ricaud",NA,NA
"US_Ritchie_David_1812","R000273","Ritchie","David","m","19aug1812",NA,NA,"Q5239082","David Ritchie (politician)",NA,NA
"US_Robbins_George_1808","R000300","Robbins","George","m","24sep1808",NA,NA,"Q1277199","George R. Robbins",NA,NA
"US_Roberts_Anthony_1803","R000304","Roberts","Anthony","m","29oct1803",NA,NA,"Q4772454","Anthony E. Roberts",NA,NA
"US_Russell_William_1812","R000542","Russell","William","m","14jan1812",NA,NA,"Q2114867","William Fiero Russell",NA,NA
"US_Sandidge_John_1817","S000042","Sandidge","John","m","07jan1817",NA,NA,"Q1551051","John M. Sandidge",NA,NA
"US_Savage_John_1815","S000083","Savage","John","m","09oct1815",NA,NA,"Q239149","John H. Savage",NA,NA
"US_Searing_John_1805","S000209","Searing","John","m","14may1805",NA,NA,"Q111610","John A. Searing",NA,NA
"US_Seward_James_1813","S000260","Seward","James","m","30oct1813",NA,NA,"Q1680706","James Lindsay Seward",NA,NA
"US_Shaw_Henry_1819","S000308","Shaw","Henry","m","20nov1819",NA,NA,"Q1607013","Henry M. Shaw",NA,NA
"US_Sherman_Judson_9999","S000347","Sherman","Judson","m",NA,NA,NA,"Q6304277","Judson W. Sherman",NA,NA
"US_Shorter_Eli_1823","S000379","Shorter","Eli","m","15mar1823",NA,NA,"Q1328857","Eli S. Shorter",NA,NA
"US_Simmons_James_1795","S000417","Simmons","James","m","10sep1795",NA,NA,"Q1680364","James F. Simmons",NA,NA
"US_Smith_Robert_1802","S000604","Smith","Robert","m","12jun1802",NA,NA,"Q4120842","Robert Smith (Illinois politician)",NA,NA
"US_Smith_Samuel_1822","S000612","Smith","Samuel","m","26jun1822",NA,NA,"Q544519","Samuel Axley Smith",NA,NA
"US_Talbott_Albert_1808","T000020","Talbott","Albert","m","04apr1808",NA,NA,"Q2637995","Albert G. Talbott",NA,NA
"US_Taylor_George_1820","T000077","Taylor","George","m","19oct1820",NA,NA,"Q211808","George Taylor (New York Representative)",NA,NA
"US_Thompson_John_1809","T000207","Thompson","John","m","04jul1809",NA,NA,"Q868832","John Thompson (1809–1890)",NA,NA
"US_Thomson_John_1800","T000231","Thomson","John","m","25sep1800",NA,NA,"Q200884","John Renshaw Thomson",NA,NA
"US_Trippe_Robert_1819","T000379","Trippe","Robert","m","21dec1819",NA,NA,"Q2158506","Robert Pleasant Trippe",NA,NA
"US_Underwood_Warner_1808","U000016","Underwood","Warner","m","07aug1808",NA,NA,"Q368932","Warner Underwood",NA,NA
"US_Walbridge_David_1802","W000029","Walbridge","David","m","30jul1802",NA,NA,"Q1176473","David S. Walbridge",NA,NA
"US_Warren_Edward_1818","W000163","Warren","Edward","m","02may1818",NA,NA,"Q1291496","Edward A. Warren",NA,NA
"US_Watkins_Albert_1818","W000189","Watkins","Albert","m","05may1818",NA,NA,"Q2637997","Albert Galiton Watkins",NA,NA
"US_White_Allison_1816","W000355","White","Allison","m","21dec1816",NA,NA,"Q4732843","Allison White",NA,NA
"US_Wood_John_1813","W000698","Wood","John","m","17nov1813",NA,NA,"Q1590217","John M. Wood (politician)",NA,NA
"US_Wortendyke_Jacob_1818","W000746","Wortendyke","Jacob","m","27nov1818",NA,NA,"Q1677615","Jacob R. Wortendyke",NA,NA
"US_Wright_Augustus_1813","W000755","Wright","Augustus","m","16jun1813",NA,NA,"Q770613","Augustus R. Wright",NA,NA
"US_Zollicoffer_Felix_1812","Z000012","Zollicoffer","Felix","m","19may1812",NA,NA,"Q1403915","Felix Zollicoffer",NA,NA
"US_Chesnut_James_1815","C000348","Chesnut","James","m","18jan1815",NA,NA,"Q1680158","James Chesnut Jr.",NA,NA
"US_Clingman_Thomas_1812","C000524","Clingman","Thomas","m","27jul1812",NA,NA,"Q1341723","Thomas L. Clingman",NA,NA
"US_Hayne_Arthur_1788","H000397","Hayne","Arthur","m","12mar1788",NA,NA,"Q4799896","Arthur P. Hayne",NA,NA
"US_Rice_Henry_1816","R000198","Rice","Henry","m","29nov1816",NA,NA,"Q473066","Henry M. Rice",NA,NA
"US_Ward_Matthias_1805","W000138","Ward","Matthias","m","13oct1805",NA,NA,"Q358916","Matthias Ward",NA,NA
"US_Adams_Green_1812","A000036","Adams","Green","m","20aug1812",NA,NA,"Q1536181","Green Adams",NA,NA
"US_Adrain_Garnett_1815","A000058","Adrain","Garnett","m","15dec1815",NA,NA,"Q598880","Garnett Adrain",NA,NA
"US_Anderson_Thomas_1808","A000234","Anderson","Thomas","m","08dec1808",NA,NA,"Q1285043","Thomas L. Anderson",NA,NA
"US_Anderson_William_1826","A000237","Anderson","William","m","26dec1826",NA,NA,"Q2578280","William Clayton Anderson",NA,NA
"US_Ashmore_John_1819","A000316","Ashmore","John","m","18aug1819",NA,NA,"Q1699717","John D. Ashmore",NA,NA
"US_Avery_William_1819","A000347","Avery","William","m","11nov1819",NA,NA,"Q2580731","William T. Avery",NA,NA
"US_Barksdale_William_1821","B000147","Barksdale","William","m","21aug1821",NA,NA,"Q712059","William Barksdale",NA,NA
"US_Barr_Thomas_9999","B000172","Barr","Thomas","m",NA,NA,NA,"Q613039","Thomas J. Barr",NA,NA
"US_Barret_John_1825","B000175","Barret","John","m","21aug1825",NA,NA,"Q1701565","John R. Barret",NA,NA
"US_Beale_Charles_1824","B000265","Beale","Charles","m","05mar1824",NA,NA,"Q2377480","Charles Lewis Beale",NA,NA
"US_Benjamin_Judah_1811","B000365","Benjamin","Judah","m","06aug1811",NA,NA,"Q466115","Judah P. Benjamin",NA,NA
"US_Bingham_Kinsley_1808","B000473","Bingham","Kinsley","m","16dec1808",NA,NA,"Q883811","Kinsley S. Bingham",NA,NA
"US_Bocock_Thomas_1815","B000582","Bocock","Thomas","m","18may1815",NA,NA,"Q1734209","Thomas S. Bocock",NA,NA
"US_Bonham_Milledge_1813","B000616","Bonham","Milledge","m","25dec1813",NA,NA,"Q882980","Milledge Luke Bonham",NA,NA
"US_Boteler_Alexander_1815","B000653","Boteler","Alexander","m","16may1815",NA,NA,"Q2641858","Alexander Boteler",NA,NA
"US_Bouligny_John_1824","B000665","Bouligny","John","m","05feb1824",NA,NA,"Q503659","John Edward Bouligny",NA,NA
"US_Boyce_William_1818","B000713","Boyce","William","m","24oct1818",NA,NA,"Q2581010","William W. Boyce",NA,NA
"US_Brabson_Reese_1817","B000730","Brabson","Reese","m","16sep1817",NA,NA,"Q1686174","Reese Bowen Brabson",NA,NA
"US_Bragg_Thomas_1810","B000759","Bragg","Thomas","m","09nov1810",NA,NA,"Q711521","Thomas Bragg",NA,NA
"US_Branch_Lawrence_1820","B000764","Branch","Lawrence","m","28nov1820",NA,NA,"Q1809235","Lawrence O'Bryan Branch",NA,NA
"US_Brayton_William_1815","B000779","Brayton","William","m","06nov1815",NA,NA,"Q2578420","William D. Brayton",NA,NA
"US_Briggs_George_1805","B000829","Briggs","George","m","06may1805",NA,NA,"Q759144","George Briggs (New York politician)",NA,NA
"US_Bristow_Francis_1804","B000842","Bristow","Francis","m","11aug1804",NA,NA,"Q1441420","Francis Bristow",NA,NA
"US_Brown_Albert_1813","B000900","Brown","Albert","m","31may1813",NA,NA,"Q880583","Albert G. Brown",NA,NA
"US_Burch_John_1826","B001068","Burch","John","m","01feb1826",NA,NA,"Q1699479","John Chilton Burch",NA,NA
"US_Burlingame_Anson_1820","B001112","Burlingame","Anson","m","14nov1820",NA,NA,"Q569962","Anson Burlingame",NA,NA
